transaction_id,customer_id,product,category,price,quantity,transaction_date
T135688,C5876,Mouse,Computing,1198.21,4,2024-06-22
T135689,C9951,Monitor,Electronics,719.25,4,2024-12-10
T135690,C8117,Headphones,Computing,872.71,1,2024-05-11
T135691,C3062,Phone,Accessories,850.98,1,2024-04-01
T135692,C8495,Mouse,Electronics,1268.49,2,2024-04-10
T135693,C6966,Keyboard,Accessories,1149.21,1,2024-06-05
T135694,C6980,Headphones,Electronics,849.99,3,2024-03-14
T135695,C4406,Mouse,Electronics,43.74,3,2024-08-16
T135696,C9140,Keyboard,Electronics,1245.72,1,2024-08-07
T135697,C8579,Headphones,Accessories,1760.36,4,2024-12-19
T135698,C4733,Monitor,Computing,1541.41,4,2024-04-03
T135699,C6761,Keyboard,Electronics,1963.42,0,2024-11-26
T135700,,Headphones,Computing,,3,2024-09-14
T135701,C7223,Headphones,Computing,452.81,3,2024-03-07
T135702,C1339,Tablet,Computing,1083.14,2,2024-07-22
T135703,C2649,Tablet,Electronics,479.4,4,2024-07-01
T135704,C3289,Headphones,Electronics,78.75,4,2024-01-09
T135705,C2987,Tablet,Computing,810.55,4,2024-10-27
T135706,C1362,Monitor,Accessories,582.41,4,2024-12-31
T135707,C5164,Tablet,Accessories,534.88,4,2024-12-24
T135708,C1399,Headphones,Accessories,1906.81,1,2024-06-26
T135709,C8664,Phone,Accessories,484.52,2,2024-04-08
T135710,C3574,Laptop,Electronics,267.57,3,2024-11-17
T135711,C6905,Laptop,Accessories,259.39,2,2024-08-07
T135712,C5149,Headphones,Computing,1614.58,1,2024-06-11
T135713,C6803,Monitor,Accessories,1432.55,4,2024-01-23
T135714,C4245,Tablet,Computing,267.68,2,2024-02-10
T135715,C8128,Phone,Computing,447.31,2,2024-07-09
T135716,C1713,Phone,Electronics,1497.21,2,2024-04-28
T135717,C2516,Keyboard,Electronics,556.49,1,2024-11-26
T135718,C8112,Headphones,Computing,1963.27,4,2024-02-28
T135719,C1990,Mouse,Computing,1085.73,3,2024-09-04
T135720,C4646,Mouse,Computing,392.1,4,2024-12-22
T135721,C3315,Mouse,Computing,1719.03,1,2024-11-05
T135722,C5143,Mouse,Accessories,645.76,3,2024-02-01
T135723,C8679,Phone,Accessories,584.73,2,2024-03-03
T135724,C1509,Laptop,Electronics,661.61,3,2024-12-07
T135725,C8214,Keyboard,Electronics,1538.71,2,2024-11-08
T135726,C3348,Headphones,Computing,354.69,1,2024-05-13
T135727,C7506,Tablet,Accessories,769.75,3,2024-02-29
T135728,C3229,Phone,Computing,71.36,1,2024-05-31
T135729,C6907,Keyboard,Accessories,1654.99,4,2024-12-16
T135730,C2706,Monitor,Electronics,688.03,2,2024-10-14
T135731,C8813,Laptop,Electronics,503.86,3,2024-10-07
T135732,C5860,Phone,Accessories,1163.99,4,2024-11-19
T135733,C4297,Monitor,Computing,1412.93,4,2024-12-26
T135734,C3037,Laptop,Computing,1627.66,2,2024-04-08
T135735,C7459,Laptop,Electronics,702.09,1,2024-10-10
T135736,C1930,Keyboard,Electronics,1626.48,1,2024-12-02
T135737,C4565,Laptop,Computing,935.11,1,2024-02-12
T135738,C3157,Phone,Computing,211.27,1,2024-01-17
T135739,C7090,Mouse,Accessories,1694.15,2,31-12-2024
T135740,C1962,Monitor,Electronics,1099.79,4,2024-06-15
T135741,C4786,Tablet,Computing,1208.91,3,2024-08-08
T135742,C5868,Keyboard,Accessories,1875.61,1,2024-03-15
T135743,C5039,Monitor,Electronics,1122.71,3,2024-05-04
T135744,C9331,Keyboard,Computing,21.11,2,2024-02-17
T135745,C9702,Keyboard,Accessories,1742.53,4,2024-03-04
T135746,C5237,Monitor,Accessories,576.65,4,2024-01-24
T135747,C5381,Keyboard,Computing,1008.52,3,2024-09-11
T135748,C3532,Mouse,Computing,417.72,4,2024-05-19
T135749,C8535,Headphones,Accessories,601.0,3,2024-07-01
T135750,C6857,Headphones,Computing,1376.43,3,2024-12-17
T135751,C3544,Phone,Electronics,864.85,2,2024-03-29
T135752,C4977,Laptop,Electronics,1257.99,2,2024-12-15
T135753,C8002,Headphones,Computing,1648.92,4,2024-03-03
T135754,C2487,Monitor,Electronics,688.24,1,2024-07-05
T135755,C9181,Keyboard,Computing,1141.0,0,2024-08-22
T135756,C5335,Headphones,Electronics,1557.4,1,2024-08-11
T135757,C7785,Monitor,Accessories,1433.1,1,2024-06-30
T135758,C5301,Keyboard,Accessories,1084.29,3,2024-04-24
T135759,C6507,Monitor,Computing,772.93,2,2024-01-17
T135760,C6018,Monitor,Accessories,820.93,4,2024-08-27
T135761,C6805,Keyboard,Accessories,871.94,3,2024-07-14
T135762,C6800,Monitor,Computing,704.2,2,2024-08-13
T135763,C8477,Laptop,Computing,1401.16,2,2024-11-09
T135764,C9307,Headphones,Electronics,259.58,2,2024-12-15
T135765,C2900,Mouse,Computing,1935.23,1,2024-11-13
T135766,C3839,Phone,Computing,1560.18,4,2024-12-13
T135767,C8350,Phone,Electronics,603.34,3,2024-10-11
T135768,,Phone,Computing,,4,2024-12-07
T135769,C2789,Laptop,Computing,1425.49,4,2024-08-29
T135770,C9077,Laptop,Accessories,1471.37,2,2024-10-02
T135771,C5716,Tablet,Electronics,1927.61,1,2024-06-24
T135772,C3354,Laptop,Electronics,514.87,2,2024-06-15
T135773,C8199,Monitor,Computing,174.62,1,2024-11-12
T135774,C2744,Laptop,Electronics,1831.12,1,2024-12-26
T135775,C9668,Tablet,Electronics,524.71,2,2024-04-14
T135776,C4745,Laptop,Computing,1445.85,2,2024-04-17
T135777,C3174,Mouse,Accessories,130.71,2,2024-03-31
T135778,C3376,Headphones,Electronics,1523.56,3,2024-11-09
T135779,C5585,Mouse,Computing,262.78,2,31-12-2024
T135780,C1387,Monitor,Electronics,1394.22,2,2024-07-18
T135781,C3644,Keyboard,Computing,1069.36,2,2024-12-28
T135782,C4494,Headphones,Computing,1911.42,1,2024-03-18
T135783,C4418,Monitor,Accessories,83.47,2,2024-09-08
T135784,C7457,Monitor,Accessories,591.18,1,2024-11-15
T135785,C3119,Phone,Electronics,148.32,3,2024-11-10
T135786,C8795,Mouse,Computing,1759.6,4,2024-04-29
T135787,C7348,Headphones,Computing,1191.86,4,2024-11-20
T135788,C2677,Phone,Computing,1074.59,3,2024-07-23
T135789,C8563,Phone,Computing,271.6,4,2024-12-19
T135790,C7695,Laptop,Electronics,983.17,1,2024-06-14
T135791,C5433,Headphones,Electronics,803.42,1,2024-12-06
T135792,,Keyboard,Accessories,,3,2024-07-01
T135793,C5534,Monitor,Computing,1546.66,3,2024-02-21
T135794,C1662,Laptop,Accessories,131.94,0,2024-05-05
T135795,C5557,Monitor,Computing,1296.9,3,2024-08-20
T135796,C7380,Phone,Electronics,1647.76,2,2024-12-02
T135797,C6510,Keyboard,Electronics,1815.54,3,2024-11-01
T135798,C7006,Monitor,Accessories,1494.37,1,2024-08-13
T135799,C2626,Tablet,Computing,572.09,1,2024-12-01
T135800,C2323,Phone,Electronics,1205.01,2,2024-11-18
T135801,C3676,Mouse,Computing,291.39,4,2024-07-23
T135802,C7189,Keyboard,Electronics,242.95,2,2024-08-31
T135803,C4791,Keyboard,Accessories,1280.86,3,2024-06-25
T135804,C9268,Headphones,Computing,1703.7,3,2024-01-08
T135805,C2301,Monitor,Computing,143.82,2,2024-12-12
T135806,C3011,Mouse,Computing,220.95,3,2024-11-24
T135807,C1260,Tablet,Electronics,1135.56,1,2024-03-30
T135808,C6737,Headphones,Electronics,444.24,4,2024-05-12
T135809,C1107,Laptop,Computing,1227.52,4,2024-02-08
T135810,C3225,Laptop,Accessories,436.94,4,2024-10-13
T135811,C3150,Phone,Electronics,241.8,3,2024-06-16
T135812,C9714,Laptop,Accessories,1095.69,2,2024-02-15
T135813,C3653,Keyboard,Computing,1725.77,2,2024-10-27
T135814,C1620,Laptop,Accessories,1373.39,4,2024-03-17
T135815,C8812,Headphones,Electronics,1639.26,4,2024-10-01
T135816,C5783,Mouse,Computing,540.01,3,2024-09-24
T135817,C6546,Keyboard,Electronics,1773.1,4,2024-01-04
T135818,C6841,Headphones,Accessories,760.31,1,2024-03-29
T135819,C3780,Phone,Electronics,1706.37,4,2024-07-31
T135820,C9616,Tablet,Accessories,947.64,2,2024-01-22
T135821,C3209,Mouse,Computing,543.04,2,2024-12-30
T135822,C8247,Phone,Electronics,527.92,3,2024-11-28
T135823,C7881,Monitor,Computing,1139.66,3,2024-01-01
T135824,C9034,Mouse,Accessories,167.23,1,2024-07-07
T135825,C8889,Mouse,Accessories,1860.81,1,2024-04-14
T135826,C5471,Mouse,Accessories,550.21,3,2024-04-03
T135827,C3991,Mouse,Computing,677.89,3,2024-08-10
T135828,C4379,Mouse,Computing,474.27,4,2024-06-15
T135829,C4443,Headphones,Electronics,15.99,4,2024-08-30
T135830,C6215,Laptop,Electronics,1388.17,3,2024-12-19
T135831,C5341,Monitor,Electronics,1185.2,4,2024-06-07
T135832,C4555,Monitor,Accessories,1621.19,3,2024-12-08
T135833,C4755,Laptop,Computing,91.61,4,2024-12-12
T135834,C8484,Keyboard,Accessories,-1858.02,4,2024-07-02
T135835,C4170,Mouse,Computing,668.47,1,2024-11-03
T135836,C3182,Monitor,Electronics,1827.01,3,2024-02-19
T135837,C8216,Laptop,Accessories,223.19,3,2024-07-26
T135838,C9520,Headphones,Computing,1490.4,2,2024-11-03
T135839,C4538,Headphones,Electronics,1162.92,2,2024-05-24
T135840,C7852,Phone,Accessories,-722.8,0,2024-06-09
T135841,C4065,Headphones,Electronics,167.49,4,2024-05-21
T135842,C2307,Monitor,Electronics,1213.43,1,2024-11-14
T135843,C6647,Phone,Accessories,62.62,2,2024-02-29
T135844,C2961,Headphones,Accessories,1007.55,3,2024-08-07
T135845,C1672,Keyboard,Electronics,1212.38,4,2024-04-05
T135846,C1195,Headphones,Computing,1467.72,3,2024-04-28
T135847,C3260,Monitor,Computing,1982.76,1,2024-05-14
T135848,C7215,Phone,Accessories,527.59,1,2024-05-07
T135849,C1023,Laptop,Accessories,651.56,2,2024-03-05
T135850,C9023,Laptop,Computing,688.88,2,2024-03-04
T135851,C8225,Laptop,Accessories,1465.85,1,2024-09-07
T135852,C3705,Tablet,Computing,1864.32,2,2024-12-20
T135853,C2109,Keyboard,Electronics,1948.9,4,2024-09-01
T135854,C5218,Monitor,Accessories,1892.16,3,2024-05-22
T135855,C4173,Tablet,Electronics,1759.97,1,2024-03-19
T135856,,Headphones,Electronics,,1,2024-11-10
T135857,C9551,Mouse,Electronics,758.13,3,2024-07-16
T135858,C7313,Mouse,Accessories,1897.16,3,2024-06-18
T135859,C7269,Tablet,Computing,1524.43,4,2024-12-14
T135860,C6624,Laptop,Computing,345.24,3,2024-07-08
T135861,C4548,Laptop,Computing,100.48,1,2024-06-24
T135862,C9138,Phone,Computing,436.82,2,2024-07-11
T135863,C2118,Keyboard,Accessories,1559.71,2,2024-09-23
T135864,C6917,Mouse,Electronics,1267.08,2,2024-09-05
T135865,C6840,Laptop,Accessories,456.47,3,2024-05-17
T135866,C8805,Keyboard,Electronics,1486.42,2,2024-10-10
T135867,C5073,Tablet,Computing,291.23,1,2024-12-10
T135868,C2825,Keyboard,Accessories,1645.46,3,2024-07-17
T135869,C1431,Mouse,Electronics,1590.38,1,2024-10-08
T135870,C6834,Mouse,Computing,1945.43,2,2024-01-03
T135871,,Mouse,Electronics,,2,2024-04-19
T135872,C1070,Tablet,Electronics,1814.16,3,2024-06-06
T135873,C4187,Mouse,Electronics,688.79,4,2024-06-29
T135874,C2073,Tablet,Accessories,837.96,4,2024-02-01
T135875,C8424,Mouse,Computing,942.21,3,2024-09-25
T135876,C4636,Mouse,Accessories,1257.54,2,2024-05-08
T135877,C1496,Monitor,Computing,1989.58,2,2024-12-12
T135878,C6920,Keyboard,Accessories,1203.92,4,2024-06-19
T135879,C1847,Keyboard,Electronics,1854.16,4,2024-11-16
T135880,C8803,Mouse,Accessories,517.51,2,2024-12-29
T135881,C4433,Laptop,Electronics,802.84,4,2024-09-06
T135882,C4816,Tablet,Accessories,1013.95,3,2024-04-12
T135883,C8652,Tablet,Accessories,652.57,3,2024-04-26
T135884,C8361,Monitor,Electronics,1953.97,1,2024-07-14
T135885,C4731,Headphones,Accessories,1454.11,1,2024-08-16
T135886,C2727,Laptop,Computing,962.97,2,2024-08-15
T135887,C3132,Mouse,Electronics,1505.1,1,2024-08-07
T135888,C8804,Phone,Electronics,940.21,4,2024-11-07
T135889,C4158,Mouse,Computing,44.28,2,2024-10-18
T135890,C5508,Laptop,Computing,1090.95,4,2024-12-30
T135891,C2403,Laptop,Accessories,1254.12,3,2024-07-20
T135892,C6101,Laptop,Electronics,1962.6,4,2024-12-12
T135893,C9473,Monitor,Computing,91.18,4,2024-04-08
T135894,C6568,Tablet,Accessories,1029.07,1,2024-04-12
T135895,C1846,Headphones,Electronics,205.33,4,2024-12-18
T135896,C3619,Laptop,Electronics,306.5,3,2024-10-26
T135897,C8436,Keyboard,Computing,1224.82,3,2024-05-25
T135898,C7113,Laptop,Accessories,470.82,1,2024-10-31
T135899,C1439,Mouse,Accessories,1500.86,4,2024-06-14
T135900,C9609,Phone,Computing,1033.26,2,2024-04-02
T135901,C3447,Headphones,Electronics,-444.24,2,2024-01-03
T135902,C7749,Tablet,Accessories,992.65,3,2024-09-09
T135903,C9914,Keyboard,Accessories,11.75,4,2024-11-13
T135904,C1303,Tablet,Electronics,1726.85,2,2024-03-16
T135905,C1004,Headphones,Computing,35.23,4,2024-08-05
T135906,C1963,Phone,Computing,23.95,3,2024-01-14
T135907,C8734,Laptop,Electronics,1226.89,3,2024-02-24
T135908,C3469,Keyboard,Electronics,1947.31,2,2024-06-24
T135909,C3831,Laptop,Accessories,1713.31,2,2024-09-04
T135910,C1450,Phone,Computing,511.52,2,2024-03-17
T135911,C8824,Headphones,Electronics,401.37,4,2024-04-29
T135912,C2399,Headphones,Accessories,1255.96,1,2024-05-02
T135913,C3566,Monitor,Computing,1647.05,1,2024-10-24
T135914,C2986,Keyboard,Electronics,730.54,3,2024-09-17
T135915,C9559,Phone,Computing,870.39,1,2024-01-10
T135916,C5575,Headphones,Computing,239.82,1,2024-03-03
T135917,C6688,Laptop,Electronics,314.12,4,2024-04-27
T135918,C3948,Monitor,Computing,1141.02,1,2024-05-21
T135919,C5019,Tablet,Computing,214.29,2,2024-01-16
T135920,C6297,Mouse,Accessories,412.07,2,2024-02-06
T135921,C7775,Phone,Computing,477.01,1,2024-02-08
T135922,C1619,Mouse,Computing,893.41,2,2024-07-07
T135923,C3152,Headphones,Accessories,100.77,4,2024-02-25
T135924,C4843,Laptop,Computing,1004.54,2,31-12-2024
T135925,C4435,Mouse,Computing,1858.06,1,2024-02-01
T135926,C2235,Laptop,Electronics,58.68,3,2024-12-09
T135927,C6371,Tablet,Electronics,1265.66,2,2024-02-09
T135928,C9455,Keyboard,Electronics,1673.33,1,2024-07-27
T135929,C8611,Laptop,Electronics,631.8,4,2024-06-04
T135930,C6747,Phone,Computing,271.72,4,2024-07-18
T135931,C2883,Mouse,Electronics,96.25,2,2024-02-17
T135932,C8540,Headphones,Computing,1291.37,4,2024-04-10
T135933,C6910,Phone,Electronics,1108.95,2,2024-05-08
T135934,C8298,Mouse,Electronics,466.3,4,2024-06-05
T135935,C1484,Keyboard,Electronics,1664.92,2,2024-12-06
T135936,C4239,Phone,Accessories,1473.66,4,2024-08-20
T135937,C3741,Laptop,Electronics,560.09,4,2024-09-12
T135938,C4221,Tablet,Computing,1509.19,3,2024-11-18
T135939,C1225,Headphones,Electronics,497.54,1,2024-02-21
T135940,C9614,Mouse,Accessories,1353.78,3,2024-07-08
T135941,C9821,Monitor,Accessories,245.9,2,2024-01-25
T135942,C1928,Headphones,Electronics,1387.56,3,2024-07-27
T135943,C8109,Headphones,Computing,485.16,1,2024-05-23
T135944,C1049,Laptop,Computing,1149.21,1,2024-01-23
T135945,C5636,Monitor,Accessories,353.2,2,2024-08-18
T135946,C2098,Headphones,Electronics,1454.67,3,2024-05-21
T135947,C8616,Tablet,Accessories,131.15,4,2024-02-22
T135948,C6508,Headphones,Electronics,339.18,1,2024-06-22
T135949,C1193,Mouse,Electronics,376.43,2,2024-06-07
T135950,C3773,Headphones,Electronics,92.27,3,2024-06-26
T135951,C5582,Mouse,Accessories,1492.57,3,2024-05-26
T135952,C2994,Laptop,Accessories,1962.1,3,2024-08-29
T135953,C4621,Headphones,Accessories,1559.01,4,2024-10-15
T135954,C1393,Tablet,Computing,1722.66,1,2024-06-28
T135955,C1771,Headphones,Computing,21.96,3,2024-03-19
T135956,C8269,Headphones,Electronics,244.56,2,2024-06-23
T135957,C9408,Keyboard,Electronics,1122.45,4,2024-12-09
T135958,C9949,Keyboard,Computing,1955.96,2,2024-11-24
T135959,C7933,Headphones,Computing,1324.82,1,2024-02-08
T135960,C9087,Laptop,Electronics,754.53,1,2024-01-16
T135961,C6727,Tablet,Computing,300.84,3,2024-02-02
T135962,C9448,Headphones,Computing,314.14,4,2024-08-16
T135963,C8939,Laptop,Electronics,731.88,0,2024-11-25
T135964,C6317,Tablet,Accessories,1430.48,2,2024-02-24
T135965,C6581,Laptop,Computing,73.32,2,2024-11-24
T135966,C9867,Mouse,Electronics,1705.83,1,2024-01-10
T135967,C6539,Headphones,Accessories,1883.69,3,2024-02-22
T135968,C1080,Phone,Accessories,1778.74,4,2024-03-18
T135969,C6550,Laptop,Computing,1826.92,4,2024-04-03
T135970,C2588,Laptop,Electronics,40.53,3,2024-06-09
T135971,C5975,Headphones,Accessories,1955.81,3,2024-03-15
T135972,C6492,Tablet,Computing,739.05,4,2024-05-23
T135973,C1706,Keyboard,Computing,-1739.87,2,2024-11-25
T135974,C5860,Keyboard,Accessories,381.75,3,2024-02-13
T135975,C8171,Tablet,Accessories,898.59,1,2024-04-22
T135976,C3883,Keyboard,Computing,97.89,4,2024-07-31
T135977,C5064,Keyboard,Accessories,89.75,3,2024-12-18
T135978,C7403,Laptop,Electronics,1887.12,4,2024-01-29
T135979,C7755,Phone,Accessories,1623.11,3,2024-02-05
T135980,C5772,Phone,Computing,1064.35,2,2024-12-16
T135981,C7444,Monitor,Computing,1055.66,2,2024-05-10
T135982,C3096,Headphones,Accessories,1500.02,3,2024-12-04
T135983,C8296,Tablet,Electronics,689.92,1,2024-07-06
T135984,C3916,Mouse,Computing,1526.12,4,2024-08-09
T135985,C9219,Phone,Computing,975.17,3,2024-11-08
T135986,,Mouse,Computing,,1,2024-03-29
T135987,C6556,Headphones,Accessories,1930.01,4,2024-08-23
T135988,C2710,Headphones,Accessories,947.92,4,2024-07-27
T135989,C9850,Headphones,Computing,842.63,3,2024-05-16
T135990,C3045,Keyboard,Computing,1812.44,1,2024-01-27
T135991,C5719,Keyboard,Electronics,1806.14,0,2024-01-23
T135992,C3200,Monitor,Computing,1984.91,1,2024-08-07
T135993,C1644,Mouse,Electronics,1106.22,4,2024-04-17
T135994,C6053,Laptop,Computing,695.08,2,2024-05-17
T135995,C4702,Phone,Accessories,488.38,1,2024-01-01
T135996,C5430,Monitor,Electronics,77.85,3,2024-06-12
T135997,C6307,Laptop,Computing,1456.19,3,2024-01-14
T135998,C1753,Tablet,Accessories,474.62,3,2024-12-01
T135999,C5247,Keyboard,Accessories,1217.22,2,2024-10-26
T136000,C7575,Keyboard,Accessories,1834.02,3,2024-07-05
T136001,C3395,Keyboard,Accessories,1900.93,3,2024-08-30
T136002,C2737,Keyboard,Computing,18.78,3,2024-07-23
T136003,C8978,Mouse,Computing,640.98,4,2024-02-07
T136004,C7325,Laptop,Electronics,1676.38,2,2024-01-13
T136005,C5272,Keyboard,Electronics,1077.53,1,2024-08-02
T136006,C4168,Monitor,Computing,1616.94,3,2024-06-27
T136007,C5847,Keyboard,Electronics,1708.11,2,2024-04-06
T136008,C4296,Mouse,Accessories,890.83,2,2024-06-27
T136009,C5694,Headphones,Accessories,724.38,4,2024-01-03
T136010,C2746,Monitor,Electronics,916.31,3,2024-08-12
T136011,C7975,Laptop,Computing,1309.06,3,2024-11-08
T136012,C7187,Laptop,Accessories,740.65,3,2024-08-06
T136013,C8358,Tablet,Electronics,1552.23,4,2024-01-23
T136014,C5201,Monitor,Computing,1808.95,4,2024-11-13
T136015,C1549,Laptop,Computing,571.8,2,2024-05-02
T136016,C8235,Headphones,Computing,1930.33,1,2024-07-12
T136017,C7872,Phone,Accessories,1249.22,2,2024-08-25
T136018,C9368,Laptop,Accessories,1757.56,2,2024-04-29
T136019,C6896,Keyboard,Electronics,216.79,4,2024-01-15
T136020,C9731,Keyboard,Accessories,510.48,3,2024-04-11
T136021,C6155,Laptop,Accessories,648.83,2,2024-11-17
T136022,C8315,Tablet,Electronics,612.62,1,2024-05-05
T136023,C5435,Laptop,Accessories,352.0,2,2024-04-14
T136024,C2234,Monitor,Accessories,1737.72,2,2024-12-10
T136025,C2409,Laptop,Accessories,843.04,3,2024-08-02
T136026,C1894,Mouse,Computing,1926.63,1,2024-12-22
T136027,C7476,Monitor,Accessories,1171.11,2,2024-05-28
T136028,C8155,Phone,Computing,285.41,4,2024-03-28
T136029,C8499,Monitor,Accessories,1096.35,3,2024-05-12
T136030,C3477,Phone,Accessories,1987.15,4,2024-10-25
T136031,C8025,Monitor,Electronics,1134.69,4,2024-07-09
T136032,C5746,Laptop,Accessories,13.72,1,2024-10-20
T136033,C2501,Keyboard,Accessories,1866.83,3,2024-03-26
T136034,C9257,Phone,Electronics,477.44,2,2024-12-22
T136035,C8333,Phone,Computing,-1380.17,2,2024-04-07
T136036,C4869,Monitor,Electronics,1035.01,2,2024-10-10
T136037,C8373,Mouse,Accessories,657.61,2,2024-04-27
T136038,C9814,Keyboard,Computing,572.45,2,2024-07-05
T136039,C6194,Mouse,Accessories,1858.23,3,2024-09-27
T136040,,Laptop,Electronics,,4,2024-01-25
T136041,C8446,Monitor,Computing,1031.14,1,2024-07-29
T136042,C8744,Tablet,Computing,524.41,4,2024-01-21
T136043,C1858,Headphones,Electronics,213.66,4,2024-06-06
T136044,C2187,Keyboard,Accessories,321.59,4,2024-11-24
T136045,C3623,Monitor,Computing,1049.28,3,2024-10-27
T136046,C5566,Monitor,Electronics,622.58,2,2024-04-30
T136047,C4485,Headphones,Accessories,93.72,4,2024-07-02
T136048,C2794,Keyboard,Electronics,915.78,4,2024-03-28
T136049,C8064,Mouse,Accessories,1494.92,4,2024-04-09
T136050,C5357,Keyboard,Electronics,1784.47,1,2024-12-29
T136051,C6838,Headphones,Accessories,1174.72,2,2024-05-29
T136052,C9544,Headphones,Computing,1449.35,2,2024-05-24
T136053,C3412,Headphones,Computing,734.5,4,2024-08-12
T136054,C5238,Headphones,Computing,997.51,4,2024-08-26
T136055,C5044,Keyboard,Computing,1461.96,2,2024-10-10
T136056,C8185,Headphones,Accessories,1458.04,3,2024-05-29
T136057,C9955,Phone,Accessories,854.81,1,2024-01-30
T136058,C1239,Monitor,Accessories,1091.9,1,2024-04-17
T136059,C5430,Laptop,Computing,1848.47,3,2024-03-02
T136060,C8215,Headphones,Accessories,1267.68,2,2024-08-28
T136061,C1044,Keyboard,Accessories,1288.72,1,2024-07-06
T136062,C5796,Laptop,Accessories,1571.39,4,2024-07-08
T136063,C1643,Phone,Electronics,239.29,4,2024-03-30
T136064,C8904,Phone,Computing,1050.54,2,2024-11-13
T136065,C4291,Laptop,Electronics,1919.27,4,2024-04-10
T136066,C7373,Headphones,Electronics,729.7,4,2024-07-30
T136067,C6645,Headphones,Accessories,596.9,2,2024-10-26
T136068,C2118,Keyboard,Accessories,1206.4,4,2024-03-07
T136069,C9338,Mouse,Computing,450.03,1,2024-02-18
T136070,C8324,Tablet,Electronics,1116.33,2,31-12-2024
T136071,C7115,Headphones,Electronics,319.75,0,2024-11-11
T136072,C7453,Mouse,Accessories,1163.79,4,2024-10-04
T136073,C3923,Monitor,Accessories,1208.73,4,2024-05-27
T136074,C8079,Tablet,Computing,842.62,1,2024-01-15
T136075,,Headphones,Accessories,,3,2024-06-22
T136076,C1822,Monitor,Electronics,498.46,3,2024-01-12
T136077,C4613,Monitor,Electronics,668.54,3,2024-05-12
T136078,C3605,Phone,Accessories,1001.71,2,2024-04-18
T136079,C8694,Laptop,Accessories,502.84,1,2024-06-05
T136080,C4413,Laptop,Electronics,1567.84,3,2024-06-12
T136081,C6608,Mouse,Accessories,1420.98,1,2024-01-06
T136082,C9131,Monitor,Electronics,545.92,1,2024-08-29
T136083,,Mouse,Electronics,,1,2024-07-07
T136084,C3309,Phone,Electronics,10.36,4,2024-06-17
T136085,C6967,Headphones,Accessories,1197.47,3,2024-10-20
T136086,C7379,Phone,Electronics,430.61,3,2024-01-09
T136087,C8926,Mouse,Computing,35.04,4,2024-03-24
T136088,C4024,Laptop,Electronics,724.58,4,2024-05-12
T136089,C2185,Laptop,Electronics,1924.38,4,2024-06-06
T136090,C3528,Tablet,Electronics,1382.99,4,2024-10-12
T136091,C5082,Headphones,Accessories,1716.95,1,2024-05-18
T136092,C1079,Tablet,Accessories,298.03,1,2024-04-07
T136093,C1440,Mouse,Electronics,155.84,3,2024-05-24
T136094,C6593,Headphones,Accessories,32.94,1,2024-06-11
T136095,C8501,Laptop,Computing,1911.77,1,2024-12-10
T136096,C9289,Headphones,Computing,607.4,4,2024-11-25
T136097,C6716,Phone,Accessories,924.41,3,2024-08-20
T136098,C2886,Tablet,Computing,795.1,3,2024-02-26
T136099,C7019,Laptop,Electronics,1463.61,3,2024-07-22
T136100,C4835,Headphones,Electronics,626.83,4,2024-09-18
T136101,C3324,Headphones,Electronics,1075.55,4,2024-06-28
T136102,C5996,Headphones,Computing,1991.21,4,2024-01-14
T136103,C3975,Keyboard,Computing,893.69,2,2024-11-11
T136104,C6577,Headphones,Computing,1107.03,1,2024-05-31
T136105,C7362,Headphones,Accessories,1010.03,2,2024-10-16
T136106,C7236,Tablet,Accessories,1608.34,1,2024-05-03
T136107,C1323,Phone,Electronics,541.01,2,2024-10-29
T136108,C1113,Laptop,Accessories,349.17,4,2024-11-02
T136109,C9841,Mouse,Accessories,1510.65,1,2024-05-11
T136110,C1013,Laptop,Accessories,837.08,1,2024-02-01
T136111,C6466,Headphones,Accessories,1828.31,2,2024-11-10
T136112,C9046,Keyboard,Accessories,1291.88,2,2024-07-20
T136113,C9809,Monitor,Accessories,1133.04,4,2024-12-29
T136114,C4487,Headphones,Computing,150.21,2,2024-09-04
T136115,C7672,Keyboard,Electronics,1463.52,1,2024-11-01
T136116,C1756,Laptop,Accessories,1375.22,4,2024-04-15
T136117,,Mouse,Accessories,,4,2024-06-05
T136118,,Headphones,Electronics,,1,2024-06-06
T136119,C4312,Phone,Accessories,1894.01,1,2024-06-25
T136120,C5401,Headphones,Electronics,650.09,3,2024-12-22
T136121,C2198,Keyboard,Computing,312.94,3,2024-08-18
T136122,C5028,Phone,Computing,1974.53,1,2024-04-08
T136123,C7646,Mouse,Computing,1495.03,2,2024-12-06
T136124,C6543,Laptop,Electronics,835.43,0,2024-06-30
T136125,C4097,Laptop,Accessories,1872.47,3,2024-09-13
T136126,C3048,Mouse,Computing,191.32,1,2024-09-20
T136127,C9447,Headphones,Electronics,184.45,3,2024-06-04
T136128,C6294,Laptop,Accessories,1368.08,2,2024-10-13
T136129,C8105,Tablet,Accessories,364.16,1,2024-08-16
T136130,C9783,Laptop,Computing,1835.11,4,2024-06-30
T136131,C5373,Laptop,Electronics,1682.31,3,2024-01-11
T136132,C8271,Phone,Computing,619.67,2,2024-09-03
T136133,C8228,Monitor,Electronics,1778.79,2,2024-04-26
T136134,C1452,Keyboard,Computing,95.35,1,2024-10-11
T136135,C9164,Phone,Computing,1101.79,2,2024-08-09
T136136,C1712,Tablet,Electronics,1871.77,3,2024-05-25
T136137,C7982,Keyboard,Accessories,1712.21,1,2024-03-17
